1;749.00
5;827.00
10;911.00
15;1017.00
20;1131.00
25;1208.00
30;1281.00
35;1389.00
40;1496.00
45;1574.00
50;1669.00
55;1760.00
60;1880.00
65;1954.00
70;2050.00
75;2155.00
80;2241.00
85;2330.00
90;2436.00
95;2511.00
1;764.00
5;844.00
10;916.00
15;1029.00
20;1136.00
25;1202.00
30;1302.00
35;1403.00
40;1512.00
45;1586.00
50;1671.00
55;1756.00
60;1865.00
65;1949.00
70;2043.00
75;2146.00
80;2288.00
85;2319.00
90;2417.00
95;2523.00
1;747.00
5;827.00
10;1836.00
15;1040.00
20;1110.00
25;1202.00
30;1304.00
35;1395.00
40;1484.00
45;1588.00
50;1707.00
55;1774.00
60;1850.00
65;1975.00
70;2048.00
75;2147.00
80;2242.00
85;2318.00
90;2438.00
95;2528.00
1;743.00
5;824.00
10;906.00
15;1019.00
20;1123.00
25;1202.00
30;1302.00
35;1414.00
40;1488.00
45;1590.00
50;1671.00
55;1760.00
60;1936.00
65;1940.00
70;2056.00
75;2155.00
80;2264.00
85;2327.00
90;2424.00
95;2528.00
1;762.00
5;848.00
10;918.00
15;1030.00
20;1101.00
25;1206.00
30;1295.00
35;1397.00
40;1481.00
45;1573.00
50;1665.00
55;1787.00
60;1866.00
65;1950.00
70;2054.00
75;2152.00
80;2253.00
85;2322.00
90;2428.00
95;2523.00
1;812.00
5;833.00
10;919.00
15;1083.00
20;1114.00
25;1215.00
30;1292.00
35;1390.00
40;1472.00
45;1583.00
50;1672.00
55;1759.00
60;1859.00
65;1957.00
70;2046.00
75;2146.00
80;2239.00
85;2321.00
90;2421.00
95;2530.00
1;776.00
5;820.00
10;915.00
15;1012.00
20;1111.00
25;1219.00
30;1295.00
35;1403.00
40;1500.00
45;1580.00
50;1670.00
55;1824.00
60;1847.00
65;1948.00
70;2083.00
75;2140.00
80;2250.00
85;2323.00
90;2422.00
95;2527.00
1;745.00
5;829.00
10;945.00
15;1020.00
20;1124.00
25;1217.00
30;1334.00
35;1417.00
40;1488.00
45;1592.00
50;1678.00
55;1762.00
60;1851.00
65;1943.00
70;2046.00
75;2165.00
80;2240.00
85;2325.00
90;2420.00
95;2524.00
1;748.00
5;841.00
10;914.00
15;1031.00
20;1184.00
25;1207.00
30;1292.00
35;1389.00
40;1498.00
45;1604.00
50;1673.00
55;1768.00
60;1857.00
65;1936.00
70;2040.00
75;2146.00
80;2279.00
85;2316.00
90;2416.00
95;2524.00
1;746.00
5;829.00
10;924.00
15;1017.00
20;1105.00
25;1204.00
30;1760.00
35;1386.00
40;1487.00
45;1592.00
50;1670.00
55;1767.00
60;1852.00
65;1946.00
70;2070.00
75;2149.00
80;2239.00
85;2353.00
90;2444.00
95;2512.00
